respID,qID,altID,obsID,profileID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent,image
173,6,3,1382,968,2000,3,15,700,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
173,7,1,1383,2229,2500,3,10,600,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
173,7,2,1383,491,2000,3,5,500,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
173,7,3,1383,550,1500,1,10,700,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
173,8,1,1384,1804,1500,3,15,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
173,8,2,1384,453,2500,1,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
173,8,3,1384,311,2000,3,10,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,1,1,1385,2282,2000,3,10,500,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,1,2,1385,1664,2000,5,10,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
174,1,3,1385,195,2500,3,5,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
174,2,1,1386,1361,2000,1,10,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,2,2,1386,1677,2500,1,5,700,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,2,3,1386,1424,2000,1,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
174,3,1,1387,2263,1500,3,15,700,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,3,2,1387,1877,2000,3,10,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,3,3,1387,1694,2000,1,15,700,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,4,1,1388,1528,1500,5,10,700,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,4,2,1388,85,1500,3,5,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,4,3,1388,2408,2000,3,5,700,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,5,1,1389,2507,2000,3,15,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,5,2,1389,1115,2000,5,5,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,5,3,1389,297,2500,5,15,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
174,6,1,1390,1054,1500,1,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,6,2,1390,1129,1500,3,15,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,6,3,1390,2267,2000,5,15,700,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,7,1,1391,1628,2000,5,5,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,7,2,1391,903,2500,1,10,500,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,7,3,1391,636,2500,3,10,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
174,8,1,1392,2385,2500,5,5,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
174,8,2,1392,2433,2500,1,5,500,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
174,8,3,1392,1809,2500,5,15,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,1,1,1393,2392,1500,5,10,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,1,2,1393,1438,1500,5,5,700,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,1,3,1393,949,1500,3,5,700,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,2,1,1394,271,1500,1,5,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,2,2,1394,1468,1500,1,10,500,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,2,3,1394,2034,2500,5,5,500,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,3,1,1395,1944,2500,5,15,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,3,2,1395,517,1500,3,5,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,3,3,1395,798,2500,3,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,4,1,1396,1,1500,1,5,500,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,4,2,1396,1393,1500,5,10,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,4,3,1396,84,2500,1,5,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,5,1,1397,770,2000,3,10,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,5,2,1397,2177,2000,5,10,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,5,3,1397,694,1500,1,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,6,1,1398,1946,2000,1,5,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,6,2,1398,1914,2500,3,15,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
175,6,3,1398,1029,2500,1,5,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,7,1,1399,653,2000,3,5,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,7,2,1399,662,2000,3,10,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,7,3,1399,973,1500,1,5,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,8,1,1400,2510,2000,5,15,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
175,8,2,1400,100,1500,1,15,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
175,8,3,1400,1996,1500,5,15,600,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,1,1,1401,1070,2000,5,10,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,1,2,1401,1337,2000,3,10,600,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,1,3,1401,657,2500,5,5,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,2,1,1402,966,2500,1,15,700,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,2,2,1402,2590,1500,5,15,700,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,2,3,1402,527,2000,3,10,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,3,1,1403,1822,1500,3,10,600,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,3,2,1403,1587,2500,1,15,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,3,3,1403,1633,1500,3,10,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,4,1,1404,997,1500,5,15,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,4,2,1404,2145,2500,1,10,600,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,4,3,1404,1425,2500,1,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,5,1,1405,2025,2500,5,15,700,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,5,2,1405,1263,2500,1,15,600,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,5,3,1405,121,1500,3,10,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,6,1,1406,1227,2500,1,10,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,6,2,1406,2004,2500,3,5,700,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,6,3,1406,783,2500,5,15,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,7,1,1407,1415,2000,1,10,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,7,2,1407,1052,2000,5,15,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,7,3,1407,781,1500,5,15,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
176,8,1,1408,1393,1500,5,10,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
176,8,2,1408,239,2000,3,15,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
176,8,3,1408,2215,1500,1,5,600,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,1,1,1409,458,2000,5,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,1,2,1409,2103,2500,3,15,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,1,3,1409,670,1500,3,15,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,2,1,1410,1687,1500,3,10,700,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,2,2,1410,104,2000,3,15,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,2,3,1410,285,2500,3,10,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,3,1,1411,2438,2000,5,5,500,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,3,2,1411,133,1500,5,15,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,3,3,1411,2487,2500,1,5,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,4,1,1412,647,2000,5,15,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,4,2,1412,1955,2000,1,10,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,4,3,1412,879,2500,3,10,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,5,1,1413,2380,1500,3,5,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,5,2,1413,236,2000,1,15,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,5,3,1413,148,1500,3,10,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,6,1,1414,60,2500,3,5,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,6,2,1414,789,2500,3,5,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,6,3,1414,1429,1500,5,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,7,1,1415,125,2000,5,10,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
177,7,2,1415,1292,2000,3,15,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,7,3,1415,1537,1500,5,15,700,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
177,8,1,1416,25,1500,5,15,500,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,8,2,1416,2047,1500,3,15,500,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
177,8,3,1416,1848,2500,1,10,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,1,1,1417,145,1500,1,10,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,1,2,1417,340,1500,5,10,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,1,3,1417,1025,2000,5,15,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,2,1,1418,1049,2000,3,15,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,2,2,1418,1967,2000,3,15,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,2,3,1418,216,2500,5,15,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,3,1,1419,1650,2500,1,5,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,3,2,1419,1515,2500,1,5,700,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,3,3,1419,1120,1500,3,10,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,4,1,1420,255,2500,1,10,500,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,4,2,1420,1311,2500,3,10,500,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,4,3,1420,645,2500,3,15,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,5,1,1421,2435,2000,3,5,500,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,5,2,1421,1554,2500,3,10,500,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,5,3,1421,1624,1500,3,5,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,6,1,1422,1430,2000,5,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,6,2,1422,284,2000,3,10,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,6,3,1422,1085,2000,3,5,600,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,7,1,1423,2402,2000,5,15,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,7,2,1423,1841,2000,3,5,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,7,3,1423,75,2500,1,15,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
178,8,1,1424,1249,1500,5,5,600,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
178,8,2,1424,975,2500,1,5,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
178,8,3,1424,2365,1500,5,10,500,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,1,1,1425,256,1500,3,10,500,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,1,2,1425,339,2500,3,10,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,1,3,1425,1220,2000,3,5,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,2,1,1426,1463,2000,3,5,500,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,2,2,1426,1743,2500,3,10,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,2,3,1426,823,1500,3,10,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,3,1,1427,984,2500,1,10,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,3,2,1427,1318,1500,3,15,500,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,3,3,1427,2066,2000,3,10,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,4,1,1428,672,2500,3,15,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,4,2,1428,1208,2000,1,15,700,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
179,4,3,1428,2119,1500,3,10,500,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,5,1,1429,1580,2000,3,10,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,5,2,1429,990,2500,5,10,500,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,5,3,1429,2078,2000,5,15,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,6,1,1430,1602,2500,5,5,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
179,6,2,1430,899,2000,5,5,500,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,6,3,1430,1803,2500,1,15,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,7,1,1431,2295,2500,5,15,500,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,7,2,1431,689,2000,3,10,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,7,3,1431,202,1500,3,10,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
179,8,1,1432,1875,2500,1,10,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,8,2,1432,1060,1500,5,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
179,8,3,1432,2297,2000,1,5,600,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,1,1,1433,2269,1500,1,5,500,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,1,2,1433,1051,1500,5,15,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,1,3,1433,1568,2000,1,5,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,2,1,1434,315,2500,5,10,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,2,2,1434,2496,2500,1,10,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,2,3,1434,2296,1500,1,5,600,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,3,1,1435,2525,2000,3,10,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,3,2,1435,322,1500,5,15,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,3,3,1435,1320,2500,3,15,500,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,4,1,1436,154,1500,1,15,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,4,2,1436,1426,1500,3,15,600,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,4,3,1436,2585,2000,1,15,700,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,5,1,1437,2089,1500,1,10,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,5,2,1437,2203,1500,5,10,500,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,5,3,1437,1275,2500,3,5,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,6,1,1438,209,2000,1,15,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,6,2,1438,1744,1500,5,10,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,6,3,1438,444,2500,1,10,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,7,1,1439,2517,2500,3,5,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,7,2,1439,1871,2000,5,5,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
180,7,3,1439,773,2000,5,10,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,8,1,1440,1215,2500,5,15,700,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
180,8,2,1440,2390,2000,3,10,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
180,8,3,1440,1090,1500,1,10,600,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,1,1,1441,2156,2000,3,15,600,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,1,2,1441,792,2500,5,5,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,1,3,1441,1114,1500,5,5,700,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,2,1,1442,63,2500,5,5,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,2,2,1442,199,1500,1,10,600,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,2,3,1442,221,2000,3,5,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,3,1,1443,1966,1500,3,15,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
181,3,2,1443,1467,2500,5,5,500,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
181,3,3,1443,1042,1500,5,10,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,4,1,1444,1258,1500,5,10,600,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,4,2,1444,818,2000,5,5,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
181,4,3,1444,609,2500,3,10,600,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,5,1,1445,697,1500,3,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
181,5,2,1445,2501,2000,5,10,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
181,5,3,1445,1971,2500,5,15,500,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
181,6,1,1446,799,1500,5,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
